grid_id,region_id,true_ni_pct,lithology
MOR059,SE,1.2759,peridotite_simulated
MOR060,SE,0.1128,alluvium
MOR061,SW,1.2034,serpentinite_simulated
MOR062,SW,0.9763,serpentinite_simulated
MOR063,SW,1.3216,ultramafic_simulated
MOR064,SW,1.5879,serpentinite_simulated
MOR065,SW,0.1292,alluvium
MOR066,SW,1.9455,serpentinite_simulated
MOR067,SW,0.9167,serpentinite_simulated
MOR068,SW,0.3564,mafic_volcanic_simulated
MOR069,SW,1.4149,serpentinite_simulated
MOR070,SW,1.0209,serpentinite_simulated
MOR071,SE,1.777,serpentinite_simulated
MOR072,SE,2.8753,serpentinite_simulated
MOR073,SE,1.2612,ultramafic_simulated
MOR074,SE,2.2335,peridotite_simulated
MOR075,SE,1.5996,peridotite_simulated
MOR076,SE,2.0243,ultramafic_simulated
MOR077,SE,1.9911,serpentinite_simulated
MOR078,SE,0.8825,ultramafic_simulated
MOR079,SE,1.3877,serpentinite_simulated
MOR080,SE,1.0224,peridotite_simulated
MOR081,SW,0.2638,mafic_volcanic_simulated
MOR082,SW,0.3013,mafic_volcanic_simulated
MOR083,SW,0.898,peridotite_simulated
MOR084,SW,3.3894,serpentinite_simulated
MOR085,SW,1.1048,serpentinite_simulated
MOR086,SW,1.0991,serpentinite_simulated
MOR087,SW,0.4347,mafic_volcanic_simulated
MOR088,SW,0.5751,ultramafic_simulated
MOR089,SW,0.6443,serpentinite_simulated
MOR090,SW,1.0309,ultramafic_simulated
MOR091,SE,1.5171,serpentinite_simulated
MOR092,SE,1.2025,ultramafic_simulated
MOR093,SE,0.3863,mafic_volcanic_simulated
MOR094,SE,0.3398,mafic_volcanic_simulated
MOR095,SE,0.1476,alluvium
MOR096,SE,1.1508,ultramafic_simulated
MOR097,SE,0.3548,mafic_volcanic_simulated
MOR098,SE,0.9643,ultramafic_simulated
MOR099,SE,1.1202,ultramafic_simulated
MOR100,SE,1.1146,ultramafic_simulated
MOR101,SW,0.8119,serpentinite_simulated
MOR102,SW,1.1668,serpentinite_simulated
MOR103,SW,0.1381,alluvium
MOR104,SW,0.9932,serpentinite_simulated
MOR105,SW,0.1178,alluvium
MOR106,SW,1.4952,serpentinite_simulated
MOR107,SW,0.8292,peridotite_simulated
MOR108,SW,0.1766,alluvium
MOR109,SW,1.0116,ultramafic_simulated
MOR110,SW,0.3729,mafic_volcanic_simulated
MOR111,SE,1.1032,ultramafic_simulated
MOR112,SE,2.156,serpentinite_simulated
MOR113,SE,1.2867,peridotite_simulated
MOR114,SE,1.6329,serpentinite_simulated
MOR115,SE,0.3846,mafic_volcanic_simulated
MOR116,SE,0.3515,mafic_volcanic_simulated
MOR117,SE,0.1343,alluvium
MOR118,SE,1.025,peridotite_simulated
MOR119,SE,0.5119,peridotite_simulated
MOR120,SE,0.8617,ultramafic_simulated
MOR121,SW,1.0935,serpentinite_simulated
MOR122,SW,0.5208,ultramafic_simulated
MOR123,SW,0.109,alluvium
MOR124,SW,1.7044,ultramafic_simulated
MOR125,SW,0.5186,peridotite_simulated
MOR126,SW,0.2901,mafic_volcanic_simulated
MOR127,SW,1.2019,peridotite_simulated
MOR128,SW,0.1428,alluvium
MOR129,SW,1.558,ultramafic_simulated
MOR130,SW,0.1563,alluvium
MOR131,SE,1.3807,ultramafic_simulated
MOR132,SE,2.2921,ultramafic_simulated
MOR133,SE,1.1514,ultramafic_simulated
MOR134,SE,0.441,ultramafic_simulated
MOR135,SE,0.4008,mafic_volcanic_simulated
MOR136,SE,2.2968,ultramafic_simulated
MOR137,SE,1.8375,serpentinite_simulated
MOR138,SE,1.9616,serpentinite_simulated
MOR139,SE,1.5694,peridotite_simulated
MOR140,SE,1.5101,ultramafic_simulated
MOR141,SW,1.1815,serpentinite_simulated
MOR142,SW,0.828,peridotite_simulated
MOR143,SW,1.3013,ultramafic_simulated
MOR144,SW,0.9669,peridotite_simulated
MOR145,SW,1.3605,serpentinite_simulated
MOR146,SW,0.6286,serpentinite_simulated
MOR147,SW,0.8577,peridotite_simulated
MOR148,SW,2.0257,ultramafic_simulated
MOR149,SW,0.8773,peridotite_simulated
MOR150,SW,1.661,peridotite_simulated
MOR151,SE,1.4667,serpentinite_simulated
MOR152,SE,1.6562,peridotite_simulated
MOR153,SE,2.0753,peridotite_simulated
MOR154,SE,1.4836,peridotite_simulated
MOR155,SE,1.915,serpentinite_simulated
MOR156,SE,1.0129,peridotite_simulated
MOR157,SE,1.0241,ultramafic_simulated
MOR158,SE,2.6091,serpentinite_simulated
MOR159,SE,1.2283,peridotite_simulated
MOR160,SE,0.1235,alluvium
MOR161,SW,1.2972,ultramafic_simulated
MOR162,SW,1.1368,serpentinite_simulated
MOR163,SW,1.2297,serpentinite_simulated
MOR164,SW,1.9306,serpentinite_simulated
MOR165,SW,1.2797,peridotite_simulated
MOR166,SW,0.6704,serpentinite_simulated
MOR167,SW,2.1018,peridotite_simulated
MOR168,SW,2.1528,peridotite_simulated
MOR169,SW,0.4429,mafic_volcanic_simulated
MOR170,SW,1.574,peridotite_simulated
MOR171,SE,0.1478,alluvium
MOR172,SE,1.1496,ultramafic_simulated
MOR173,SE,0.7928,ultramafic_simulated
MOR174,SE,1.2743,peridotite_simulated
MOR175,SE,2.1655,serpentinite_simulated
MOR176,SE,0.7933,peridotite_simulated
MOR177,SE,1.1906,peridotite_simulated
MOR178,SE,1.0575,ultramafic_simulated
MOR179,SE,0.3321,mafic_volcanic_simulated
MOR180,SE,0.7646,ultramafic_simulated
MOR181,SW,2.2389,peridotite_simulated
MOR182,SW,0.5159,peridotite_simulated
MOR183,SW,0.83,serpentinite_simulated
MOR184,SW,1.5159,serpentinite_simulated
MOR185,SW,1.8926,serpentinite_simulated
MOR186,SW,0.4406,mafic_volcanic_simulated
MOR187,SW,0.9385,peridotite_simulated
MOR188,SW,0.3315,mafic_volcanic_simulated
MOR189,SW,0.8225,ultramafic_simulated
MOR190,SW,2.9515,serpentinite_simulated
MOR191,SE,0.5992,peridotite_simulated
MOR192,SE,2.4676,ultramafic_simulated
MOR193,SE,2.1921,serpentinite_simulated
MOR194,SE,0.5197,mafic_volcanic_simulated
MOR195,SE,1.1575,serpentinite_simulated
MOR196,SE,1.244,serpentinite_simulated
MOR197,SE,1.8916,serpentinite_simulated
MOR198,SE,0.7742,peridotite_simulated
MOR199,SE,0.893,ultramafic_simulated
MOR200,SE,1.3165,serpentinite_simulated
MOR201,NW,1.6416,ultramafic_simulated
MOR202,NW,1.4251,serpentinite_simulated
MOR203,NW,1.2384,ultramafic_simulated
MOR204,NW,1.3169,serpentinite_simulated
MOR205,NW,1.818,serpentinite_simulated
MOR206,NW,0.5262,peridotite_simulated
MOR207,NW,0.4297,mafic_volcanic_simulated
MOR208,NW,0.1801,alluvium
MOR209,NW,0.2107,alluvium
MOR210,NW,1.1688,peridotite_simulated
MOR211,NE,0.1826,alluvium
MOR212,NE,1.3319,ultramafic_simulated
MOR213,NE,0.5717,mafic_volcanic_simulated
MOR214,NE,1.1266,serpentinite_simulated
MOR215,NE,1.6828,ultramafic_simulated
MOR216,NE,1.0906,ultramafic_simulated
MOR217,NE,0.7703,peridotite_simulated
MOR218,NE,0.3421,mafic_volcanic_simulated
MOR219,NE,0.9852,peridotite_simulated
MOR220,NE,1.3034,serpentinite_simulated
MOR221,NW,0.8659,peridotite_simulated
MOR222,NW,1.0029,serpentinite_simulated
MOR223,NW,1.0134,serpentinite_simulated
MOR224,NW,0.7365,peridotite_simulated
MOR225,NW,0.1598,alluvium
MOR226,NW,1.1893,peridotite_simulated
MOR227,NW,1.9334,peridotite_simulated
MOR228,NW,0.9371,serpentinite_simulated
MOR229,NW,1.6712,ultramafic_simulated
MOR230,NW,1.5177,ultramafic_simulated
MOR231,NE,2.2686,serpentinite_simulated
MOR232,NE,1.308,serpentinite_simulated
MOR233,NE,1.0125,ultramafic_simulated
MOR234,NE,0.182,alluvium
MOR235,NE,0.1793,alluvium
MOR236,NE,1.1059,serpentinite_simulated
MOR237,NE,0.7236,ultramafic_simulated
MOR238,NE,1.7975,serpentinite_simulated
MOR239,NE,0.3094,peridotite_simulated
MOR240,NE,1.2079,ultramafic_simulated
MOR241,NW,1.189,peridotite_simulated
MOR242,NW,1.5315,peridotite_simulated
MOR243,NW,1.0805,peridotite_simulated
MOR244,NW,0.9794,peridotite_simulated
MOR245,NW,1.0412,peridotite_simulated
MOR246,NW,1.639,serpentinite_simulated
MOR247,NW,0.8742,ultramafic_simulated
MOR248,NW,0.6339,ultramafic_simulated
MOR249,NW,1.8686,serpentinite_simulated
MOR250,NW,1.3793,serpentinite_simulated
MOR251,NE,1.9056,serpentinite_simulated
MOR252,NE,1.7521,peridotite_simulated
MOR253,NE,1.0957,ultramafic_simulated
MOR254,NE,1.0475,peridotite_simulated
MOR255,NE,0.7163,ultramafic_simulated
MOR256,NE,0.6416,serpentinite_simulated
MOR257,NE,1.2243,serpentinite_simulated
MOR258,NE,3.5632,peridotite_simulated
MOR259,NE,0.157,alluvium
MOR260,NE,2.8786,serpentinite_simulated
MOR261,NW,1.0074,peridotite_simulated
MOR262,NW,0.802,serpentinite_simulated
MOR263,NW,1.0084,serpentinite_simulated
MOR264,NW,0.588,peridotite_simulated
MOR265,NW,1.078,ultramafic_simulated
MOR266,NW,1.137,ultramafic_simulated
MOR267,NW,0.3825,mafic_volcanic_simulated
MOR268,NW,1.5258,peridotite_simulated
MOR269,NW,0.8755,peridotite_simulated
MOR270,NW,0.5669,mafic_volcanic_simulated
MOR271,NE,0.8605,peridotite_simulated
MOR272,NE,0.1632,alluvium
MOR273,NE,1.6977,peridotite_simulated
MOR274,NE,3.6446,serpentinite_simulated
MOR275,NE,1.2627,serpentinite_simulated
MOR276,NE,1.7852,serpentinite_simulated
MOR277,NE,0.9873,ultramafic_simulated
MOR278,NE,0.8524,ultramafic_simulated
MOR279,NE,0.2771,mafic_volcanic_simulated
MOR280,NE,0.9143,peridotite_simulated
MOR281,NW,0.6366,peridotite_simulated
MOR282,NW,0.3791,mafic_volcanic_simulated
MOR283,NW,0.3434,mafic_volcanic_simulated
MOR284,NW,0.8007,serpentinite_simulated
MOR285,NW,0.333,mafic_volcanic_simulated
MOR286,NW,1.697,serpentinite_simulated
MOR287,NW,0.9396,peridotite_simulated
MOR288,NW,1.2729,serpentinite_simulated
MOR289,NW,1.3449,peridotite_simulated
MOR290,NW,0.9748,ultramafic_simulated
MOR291,NE,1.4426,ultramafic_simulated
MOR292,NE,1.334,serpentinite_simulated
MOR293,NE,0.8453,serpentinite_simulated
MOR294,NE,1.3705,serpentinite_simulated
MOR295,NE,1.3056,peridotite_simulated
MOR296,NE,0.7315,serpentinite_simulated
MOR297,NE,1.4112,serpentinite_simulated
MOR298,NE,1.8279,peridotite_simulated
MOR299,NE,1.2065,serpentinite_simulated
MOR300,NE,1.1359,peridotite_simulated
MOR301,NW,0.127,alluvium
MOR302,NW,1.4179,serpentinite_simulated
MOR303,NW,1.7966,serpentinite_simulated
MOR304,NW,0.6898,peridotite_simulated
MOR305,NW,1.677,peridotite_simulated
MOR306,NW,1.0214,peridotite_simulated
MOR307,NW,0.5716,peridotite_simulated
MOR308,NW,0.9142,serpentinite_simulated
MOR309,NW,1.7166,serpentinite_simulated
MOR310,NW,1.9317,peridotite_simulated
MOR311,NE,1.0719,serpentinite_simulated
MOR312,NE,0.1487,alluvium
MOR313,NE,1.5261,peridotite_simulated
MOR314,NE,1.4926,serpentinite_simulated
MOR315,NE,1.0812,ultramafic_simulated
MOR316,NE,0.6682,ultramafic_simulated
MOR317,NE,0.9377,peridotite_simulated
MOR318,NE,1.0483,serpentinite_simulated
MOR319,NE,0.7531,serpentinite_simulated
MOR320,NE,0.6892,peridotite_simulated
MOR321,NW,1.3211,serpentinite_simulated
MOR322,NW,0.7765,serpentinite_simulated
MOR323,NW,1.1769,peridotite_simulated
MOR324,NW,1.0942,serpentinite_simulated
MOR325,NW,0.7346,ultramafic_simulated
MOR326,NW,1.0605,ultramafic_simulated
MOR327,NW,0.3378,mafic_volcanic_simulated
MOR328,NW,1.3338,ultramafic_simulated
MOR329,NW,2.6765,serpentinite_simulated
MOR330,NW,0.3484,mafic_volcanic_simulated
MOR331,NE,1.3751,ultramafic_simulated
MOR332,NE,0.9226,peridotite_simulated
MOR333,NE,0.9631,peridotite_simulated
MOR334,NE,1.4819,ultramafic_simulated
MOR335,NE,1.1913,serpentinite_simulated
MOR336,NE,0.1259,alluvium
MOR337,NE,0.1329,alluvium
MOR338,NE,0.944,peridotite_simulated
MOR339,NE,0.4945,peridotite_simulated
MOR340,NE,1.3514,serpentinite_simulated
MOR341,NW,0.7678,ultramafic_simulated
MOR342,NW,0.9006,ultramafic_simulated
MOR343,NW,0.2821,mafic_volcanic_simulated
MOR344,NW,0.3274,mafic_volcanic_simulated
MOR345,NW,1.5407,ultramafic_simulated
MOR346,NW,1.3014,serpentinite_simulated
MOR347,NW,0.9507,peridotite_simulated
MOR348,NW,1.6289,peridotite_simulated
MOR349,NW,2.0748,serpentinite_simulated
MOR350,NW,1.3455,serpentinite_simulated
MOR351,NE,1.4396,serpentinite_simulated
MOR352,NE,1.4247,ultramafic_simulated
MOR353,NE,1.4474,serpentinite_simulated
MOR354,NE,0.81,peridotite_simulated
MOR355,NE,1.4294,serpentinite_simulated
MOR356,NE,1.4367,serpentinite_simulated
MOR357,NE,1.1098,serpentinite_simulated
MOR358,NE,0.9521,peridotite_simulated
MOR359,NE,1.1163,peridotite_simulated
MOR360,NE,0.301,mafic_volcanic_simulated
MOR361,NW,0.3742,mafic_volcanic_simulated
MOR362,NW,2.4564,peridotite_simulated
MOR363,NW,1.6063,peridotite_simulated
MOR364,NW,1.2335,serpentinite_simulated
MOR365,NW,1.8912,serpentinite_simulated
MOR366,NW,3.6689,peridotite_simulated
MOR367,NW,1.4884,peridotite_simulated
MOR368,NW,1.1018,ultramafic_simulated
MOR369,NW,2.7512,peridotite_simulated
MOR370,NW,2.3018,peridotite_simulated
MOR371,NE,1.0122,serpentinite_simulated
MOR372,NE,1.813,serpentinite_simulated
MOR373,NE,0.153,alluvium
MOR374,NE,1.6711,serpentinite_simulated
MOR375,NE,0.3083,mafic_volcanic_simulated
MOR376,NE,1.0041,peridotite_simulated
MOR377,NE,0.9938,peridotite_simulated
MOR378,NE,0.1199,alluvium
MOR379,NE,0.9784,ultramafic_simulated
MOR380,NE,1.3148,peridotite_simulated
MOR381,NW,1.1123,peridotite_simulated
MOR382,NW,1.3765,peridotite_simulated
MOR383,NW,0.4982,serpentinite_simulated
MOR384,NW,1.3298,ultramafic_simulated
MOR385,NW,0.8632,peridotite_simulated
MOR386,NW,0.11,alluvium
MOR387,NW,1.3005,serpentinite_simulated
MOR388,NW,0.8194,serpentinite_simulated
MOR389,NW,0.3374,mafic_volcanic_simulated
MOR390,NW,0.9911,peridotite_simulated
MOR391,NE,0.2626,mafic_volcanic_simulated
MOR392,NE,0.4622,ultramafic_simulated
MOR393,NE,0.7963,serpentinite_simulated
MOR394,NE,0.8719,serpentinite_simulated
MOR395,NE,1.7277,peridotite_simulated
MOR396,NE,2.0727,ultramafic_simulated
MOR397,NE,0.119,alluvium
MOR398,NE,2.0898,serpentinite_simulated
MOR399,NE,0.5923,peridotite_simulated
MOR400,NE,0.5448,ultramafic_simulated
